Case_ID,Case Duration,Case Length,Variants,First User,Last User
325,785769.0,7,224,u2,u2
326,1065142.0,7,31,u1,u1
327,1052506.0,7,172,u2,u2
328,1091157.0,7,11,u2,u1
329,185532.0,3,5,u2,u1
330,122558.0,3,3,u1,u1
331,1244381.0,7,37,u2,u1
332,1012405.0,7,58,u1,u1
333,810484.0,7,22,u2,u2
334,856860.0,7,102,u1,u2
335,1057063.0,7,26,u2,u1
336,1732509.0,7,71,u2,u2
337,1544303.0,7,204,u2,u2
338,164630.0,3,6,u2,u2
339,1177160.0,7,27,u1,u2
340,444954.0,3,2,u2,u1
341,456563.0,3,3,u1,u1
342,943051.0,7,83,u2,u2
343,418293.0,3,4,u1,u2
344,649084.0,3,3,u1,u1
345,1437474.0,7,7,u2,u1
346,1119522.0,7,27,u1,u2
347,1250602.0,7,26,u2,u1
348,1201124.0,7,24,u2,u1
349,1172035.0,7,143,u2,u1
350,1370145.0,7,42,u2,u1
351,1190546.0,7,178,u2,u2
352,301889.0,3,3,u1,u1
353,301611.0,3,1,u2,u2
354,458302.0,3,2,u2,u1
355,1117982.0,7,20,u1,u1
356,1094394.0,7,110,u1,u1
357,495333.0,3,5,u2,u1
358,1028759.0,7,8,u2,u1
359,202564.0,3,6,u2,u2
360,219820.0,3,1,u2,u2
361,284432.0,3,3,u1,u1
362,1076636.0,7,77,u1,u1
363,1081713.0,7,19,u2,u1
364,1627041.0,7,7,u2,u1
365,1084041.0,7,26,u2,u1
366,925987.0,7,28,u2,u1
367,919955.0,7,49,u2,u2
368,1105438.0,7,8,u2,u1
369,571943.0,3,3,u1,u1
370,1048667.0,7,64,u1,u1
371,1478160.0,7,14,u2,u1
372,988826.0,7,18,u2,u2
373,529594.0,7,157,u2,u1
374,323781.0,3,2,u2,u1
375,792946.0,7,17,u2,u1
376,822515.0,7,25,u1,u1
377,870527.0,7,75,u1,u1
378,1687289.0,7,71,u2,u2
379,1417099.0,7,77,u1,u1
380,1159939.0,7,118,u2,u2
381,298228.0,3,2,u2,u1
382,1221990.0,7,7,u2,u1
383,1818964.0,7,26,u2,u1
384,640981.0,7,77,u1,u1
385,1121819.0,7,71,u2,u2
386,1244294.0,7,27,u1,u2
387,838333.0,7,87,u2,u2
388,214176.0,3,2,u2,u1
389,881996.0,7,31,u1,u1
390,229125.0,3,3,u1,u1
391,1195177.0,7,22,u2,u2
392,1229188.0,7,251,u1,u2
393,1144771.0,7,183,u1,u1
394,319842.0,3,3,u1,u1
395,1449682.0,7,255,u1,u1
396,659645.0,7,145,u1,u1
397,1057657.0,7,252,u2,u2
398,1202703.0,7,66,u2,u2
399,641650.0,7,13,u2,u2
400,1062516.0,7,94,u1,u1
401,763148.0,7,178,u2,u2
402,1242252.0,7,51,u2,u1
403,272068.0,3,2,u2,u1
404,636834.0,7,81,u2,u2
405,1119420.0,7,65,u1,u1
406,304606.0,3,3,u1,u1
407,711758.0,7,169,u1,u1
408,1522256.0,7,135,u1,u1
409,1416574.0,7,50,u2,u1
410,803667.0,7,130,u2,u2
411,1153646.0,7,95,u2,u1
412,1544595.0,7,50,u2,u1
413,800180.0,7,137,u1,u2
414,1183961.0,7,117,u2,u2
415,1285105.0,7,30,u2,u2
416,818720.0,7,28,u2,u1
417,940561.0,7,8,u2,u1
418,1009835.0,7,80,u2,u1
419,1208847.0,7,79,u2,u1
420,1561808.0,7,257,u1,u2
421,995963.0,7,92,u2,u1
422,1351428.0,7,18,u2,u2
423,1446409.0,7,59,u1,u2
424,692866.0,7,120,u1,u1
425,823361.0,7,7,u2,u1
426,760458.0,7,98,u1,u1
427,354981.0,3,3,u1,u1
428,1390803.0,7,58,u1,u1
429,1476355.0,7,15,u2,u1
430,2281120.0,7,249,u1,u1
431,1175694.0,7,68,u2,u1
432,514094.0,3,2,u2,u1
433,1000329.0,7,30,u2,u2
434,925692.0,7,138,u2,u2
435,1164139.0,7,171,u2,u1
436,336807.0,3,1,u2,u2
437,1450752.0,7,14,u2,u1
438,950846.0,7,297,u1,u2
439,1387112.0,7,129,u1,u2
440,986131.0,7,23,u2,u2
441,2022281.0,7,202,u2,u2
442,761533.0,7,123,u2,u1
443,678385.0,7,93,u2,u1
444,1833429.0,7,25,u1,u1
445,1567489.0,7,67,u2,u2
446,1298333.0,7,109,u1,u2
447,131386.0,3,2,u2,u1
448,779833.0,7,78,u2,u2
449,1125608.0,7,168,u1,u1
450,1485460.0,7,35,u1,u2
451,362757.0,3,5,u2,u1
452,217244.0,3,3,u1,u1
453,1370413.0,7,65,u1,u1
454,926177.0,7,42,u2,u1
455,1133675.0,7,13,u2,u2
456,853354.0,7,202,u2,u2
457,1014290.0,7,78,u2,u2
458,1090315.0,7,115,u1,u2
459,1214298.0,7,200,u2,u1
460,145526.0,3,1,u2,u2
461,867311.0,7,75,u1,u1
462,1751168.0,7,235,u2,u1
463,1033468.0,7,15,u2,u1
464,1474581.0,7,335,u1,u2
465,437152.0,3,5,u2,u1
466,946011.0,7,145,u1,u1
467,481115.0,3,6,u2,u2
468,273601.0,3,5,u2,u1
469,843658.0,7,24,u2,u1
470,876433.0,7,36,u2,u1
471,205589.0,3,1,u2,u2
472,1143041.0,7,263,u1,u2
473,326461.0,3,5,u2,u1
474,1518031.0,7,245,u2,u2
475,822203.0,7,175,u1,u1
476,341027.0,3,5,u2,u1
477,1007097.0,7,74,u2,u2
478,976705.0,7,99,u2,u1
479,405948.0,3,3,u1,u1
480,335370.0,3,9,u1,u1
481,790662.0,7,85,u2,u1
482,156514.0,3,6,u2,u2
483,1619684.0,7,16,u1,u1
484,936889.0,7,136,u2,u1
485,867758.0,7,186,u2,u2
486,937881.0,7,119,u2,u2
487,495201.0,3,1,u2,u2
488,1752957.0,7,141,u1,u1
489,1572755.0,7,61,u1,u2
490,1092559.0,7,150,u1,u1
491,1335424.0,7,29,u2,u1
492,1232730.0,7,135,u1,u1
493,752111.0,7,75,u1,u1
494,1293825.0,7,151,u1,u1
495,1099061.0,7,183,u1,u1
496,1110557.0,7,345,u1,u1
497,388816.0,3,2,u2,u1
498,375272.0,3,3,u1,u1
499,266368.0,3,9,u1,u1
500,938826.0,7,200,u2,u1
501,1285670.0,7,311,u2,u1
502,1015258.0,7,29,u2,u1
503,812141.0,7,20,u1,u1
504,1015817.0,7,11,u2,u1
505,1111346.0,7,322,u1,u1
506,1389002.0,7,187,u2,u1
507,242296.0,3,2,u2,u1
508,888008.0,7,214,u1,u2
509,1179376.0,7,7,u2,u1
510,601997.0,7,64,u1,u1
511,1013176.0,7,11,u2,u1
512,829972.0,7,107,u1,u1
513,892150.0,7,26,u2,u1
514,679535.0,7,100,u1,u1
515,693799.0,7,55,u2,u2
516,400043.0,3,2,u2,u1
517,1207739.0,7,56,u1,u2
518,2204189.0,7,240,u2,u2
519,1862483.0,7,127,u2,u2
520,1486868.0,7,18,u2,u2
521,1082285.0,7,73,u2,u1
522,1541991.0,7,101,u2,u1
523,1307808.0,7,7,u2,u1
524,1646168.0,7,173,u1,u1
525,1844640.0,7,46,u2,u2
526,1302213.0,7,133,u2,u2
527,1317027.0,7,225,u1,u2
528,1360424.0,7,61,u1,u2
529,710557.0,7,152,u2,u2
530,984031.0,7,89,u1,u1
531,845388.0,7,40,u1,u1
532,1681109.0,7,130,u2,u2
533,1306740.0,7,14,u2,u1
534,1150177.0,7,42,u2,u1
535,760172.0,7,25,u1,u1
536,1472505.0,7,72,u2,u2
537,1264117.0,7,12,u1,u1
538,1040019.0,7,120,u1,u1
539,1097811.0,7,28,u2,u1
540,2408022.0,7,127,u2,u2
541,2081727.0,7,148,u1,u2
542,952101.0,7,282,u1,u1
543,1354344.0,7,74,u2,u2
544,716136.0,7,29,u2,u1
545,764484.0,7,26,u2,u1
546,573604.0,7,34,u1,u1
547,1021428.0,7,72,u2,u2
548,1237883.0,7,91,u2,u2
549,468750.0,3,4,u1,u2
550,769796.0,7,92,u2,u1
551,1537675.0,7,37,u2,u1
552,1612340.0,7,23,u2,u2
553,1760668.0,7,60,u2,u1
554,1580274.0,7,20,u1,u1
555,94303.0,3,4,u1,u2
556,950485.0,7,42,u2,u1
557,1132318.0,7,55,u2,u2
558,1099233.0,7,72,u2,u2
559,1474069.0,7,42,u2,u1
560,839993.0,7,78,u2,u2
561,336334.0,3,9,u1,u1
562,1255907.0,7,24,u2,u1
563,721566.0,7,22,u2,u2
564,730063.0,7,21,u1,u1
565,625637.0,7,33,u2,u1
566,727586.0,7,130,u2,u2
567,60098.0,3,10,u1,u2
568,230620.0,3,4,u1,u2
569,193884.0,3,5,u2,u1
570,822816.0,7,7,u2,u1
571,1000537.0,7,156,u2,u2
572,1425095.0,7,15,u2,u1
573,1389981.0,7,86,u2,u1
574,779386.0,7,74,u2,u2
575,925679.0,7,38,u1,u2
576,1340181.0,7,72,u2,u2
577,2132394.0,7,292,u1,u1
578,2139664.0,7,168,u1,u1
579,1988401.0,7,17,u2,u1
580,580766.0,3,1,u2,u2
581,1246455.0,7,124,u1,u2
582,1087770.0,7,7,u2,u1
583,1459680.0,7,7,u2,u1
584,1417931.0,7,175,u1,u1
585,1710670.0,7,23,u2,u2
586,1949818.0,7,14,u2,u1
587,1181237.0,7,49,u2,u2
588,1042967.0,7,59,u1,u2
589,819977.0,7,12,u1,u1
590,744601.0,7,112,u1,u2
591,836394.0,7,42,u2,u1
592,1668548.0,7,197,u1,u1
593,1658394.0,7,37,u2,u1
594,282372.0,3,1,u2,u2
595,1504207.0,7,116,u1,u1
596,1179433.0,7,8,u2,u1
597,822627.0,7,8,u2,u1
598,1022319.0,7,8,u2,u1
599,775222.0,7,333,u1,u2
600,1081980.0,7,180,u2,u2
601,885008.0,7,19,u2,u1
602,1367619.0,7,46,u2,u2
603,1143110.0,7,7,u2,u1
604,1361931.0,7,288,u2,u2
605,999246.0,7,45,u1,u2
606,881748.0,7,58,u1,u1
607,871479.0,7,14,u2,u1
608,395485.0,3,9,u1,u1
609,677788.0,7,89,u1,u1
610,1061529.0,7,27,u1,u2
611,1117618.0,7,16,u1,u1
612,269539.0,3,5,u2,u1
613,883383.0,7,211,u1,u2
614,447349.0,3,1,u2,u2
615,1098230.0,7,227,u1,u2
616,1875106.0,7,8,u2,u1
617,1354668.0,7,51,u2,u1
618,1076465.0,7,163,u1,u1
619,1172873.0,7,110,u1,u1
620,1075123.0,7,119,u2,u2
621,879102.0,7,185,u1,u2
622,325905.0,3,6,u2,u2
623,1392601.0,7,8,u2,u1
624,1300722.0,7,252,u2,u2
625,304007.0,3,4,u1,u2
626,754190.0,7,43,u2,u1
627,877208.0,7,20,u1,u1
628,1173266.0,7,168,u1,u1
629,1375415.0,7,7,u2,u1
630,819576.0,7,72,u2,u2
631,412599.0,3,10,u1,u2
632,1382432.0,7,33,u2,u1
633,1025729.0,7,137,u1,u2
634,512626.0,3,4,u1,u2
635,810846.0,7,51,u2,u1
636,1051618.0,7,113,u2,u1
637,893619.0,7,50,u2,u1
638,1077222.0,7,310,u1,u2
639,372678.0,3,5,u2,u1
640,295062.0,3,1,u2,u2
641,324098.0,3,6,u2,u2
642,1209021.0,7,7,u2,u1
643,848634.0,7,179,u1,u1
644,122187.0,3,4,u1,u2
645,987032.0,7,169,u1,u1
646,1172237.0,7,32,u2,u2
647,1354893.0,7,45,u1,u2
648,1580975.0,7,114,u1,u2
649,1778435.0,7,90,u2,u2
650,1288576.0,7,218,u1,u1
651,436389.0,3,4,u1,u2
652,1152125.0,7,236,u2,u1
653,281304.0,3,5,u2,u1
654,312752.0,3,3,u1,u1
655,942478.0,7,37,u2,u1
656,539803.0,3,1,u2,u2
657,273693.0,3,10,u1,u2
658,1157755.0,7,13,u2,u2
659,959756.0,7,37,u2,u1
660,287087.0,3,4,u1,u2
661,1011733.0,7,220,u1,u2
662,1453402.0,7,16,u1,u1
663,1564043.0,7,44,u2,u1
664,1012086.0,7,28,u2,u1
665,1600479.0,7,210,u2,u2
666,1105913.0,7,56,u1,u2
667,933113.0,7,21,u1,u1
668,1177851.0,7,224,u2,u2
669,974824.0,7,108,u2,u2
670,975458.0,7,30,u2,u2
671,834824.0,7,8,u2,u1
672,1020239.0,7,178,u2,u2
673,1205923.0,7,19,u2,u1
674,153030.0,3,2,u2,u1
675,917996.0,7,91,u2,u2
676,645840.0,7,135,u1,u1
677,574812.0,7,82,u2,u1
678,643104.0,7,108,u2,u2
679,1146888.0,7,95,u2,u1
680,244834.0,3,4,u1,u2
681,274997.0,3,6,u2,u2
682,860522.0,7,21,u1,u1
683,816270.0,7,91,u2,u2
684,1013231.0,7,80,u2,u1
685,1175339.0,7,76,u2,u1
686,1410945.0,7,31,u1,u1
687,1398789.0,7,31,u1,u1
688,1511110.0,7,33,u2,u1
689,1456421.0,7,27,u1,u2
690,340372.0,3,4,u1,u2
691,928217.0,7,43,u2,u1
692,194383.0,3,6,u2,u2
693,157381.0,3,6,u2,u2
694,668128.0,7,14,u2,u1
695,1040009.0,7,176,u1,u2
696,805302.0,7,11,u2,u1
697,1204226.0,7,92,u2,u1
698,2288180.0,7,315,u1,u1
699,1614448.0,7,13,u2,u2
700,2048832.0,7,43,u2,u1
701,1749484.0,7,313,u1,u1
702,1982998.0,7,7,u2,u1
703,2404911.0,7,40,u1,u1
704,2342056.0,7,41,u1,u1
705,1704869.0,7,305,u2,u1
706,1544343.0,7,26,u2,u1
707,404087.0,3,2,u2,u1
708,283315.0,3,5,u2,u1
709,454857.0,3,3,u1,u1
710,359384.0,3,6,u2,u2
711,217429.0,3,1,u2,u2
712,914778.0,7,64,u1,u1
713,271341.0,3,2,u2,u1
714,227907.0,3,2,u2,u1
715,1183175.0,7,39,u1,u1
716,222254.0,3,2,u2,u1
717,1364263.0,7,121,u1,u2
718,1317763.0,7,138,u2,u2
719,217681.0,3,3,u1,u1
720,751335.0,7,221,u1,u2
721,731543.0,7,180,u2,u2
722,1050170.0,7,28,u2,u1
723,192414.0,3,6,u2,u2
724,1389713.0,7,64,u1,u1
725,2041191.0,7,161,u1,u1
726,878757.0,7,20,u1,u1
727,1132679.0,7,7,u2,u1
728,1003269.0,7,328,u1,u2
729,167123.0,3,4,u1,u2
730,882888.0,7,361,u2,u2
731,744395.0,7,35,u1,u2
732,940333.0,7,100,u1,u1
733,1583475.0,7,59,u1,u2
734,1780157.0,7,35,u1,u2
735,1539542.0,7,102,u1,u2
736,137780.0,3,5,u2,u1
737,1319040.0,7,28,u2,u1
738,1087825.0,7,7,u2,u1
739,1034230.0,7,126,u2,u2
740,1296868.0,7,200,u2,u1
741,944848.0,7,137,u1,u2
742,1613773.0,7,230,u1,u1
743,1177306.0,7,297,u1,u2
744,1634087.0,7,237,u2,u1
745,878115.0,7,251,u1,u2
746,1113541.0,7,249,u1,u1
747,765574.0,3,5,u2,u1
748,1199486.0,7,141,u1,u1
749,1166149.0,7,150,u1,u1
750,833535.0,7,17,u2,u1
751,1071394.0,7,23,u2,u2
752,648967.0,7,317,u1,u2
753,1230708.0,7,24,u2,u1
754,190713.0,3,1,u2,u2
755,813990.0,7,29,u2,u1
756,1127176.0,7,111,u2,u2
757,995110.0,7,169,u1,u1
758,767742.0,7,205,u2,u1
759,1105307.0,7,8,u2,u1
760,776462.0,7,30,u2,u2
761,872816.0,7,8,u2,u1
762,383007.0,3,1,u2,u2
763,1353662.0,7,218,u1,u1
764,721943.0,7,48,u1,u1
765,974586.0,7,52,u2,u2
766,392299.0,3,4,u1,u2
767,1188722.0,7,43,u2,u1
768,1280091.0,7,8,u2,u1
769,335844.0,3,3,u1,u1
770,1377165.0,7,29,u2,u1
771,442888.0,3,2,u2,u1
772,1018291.0,7,297,u1,u2
773,999352.0,7,249,u1,u1
774,242294.0,3,6,u2,u2
775,944629.0,7,57,u2,u2
776,997723.0,7,78,u2,u2
777,1073374.0,7,7,u2,u1
778,1069033.0,7,67,u2,u2
779,1055344.0,7,14,u2,u1
780,260639.0,3,4,u1,u2
781,1047117.0,7,24,u2,u1
782,230020.0,3,2,u2,u1
783,109597.0,3,3,u1,u1
784,693620.0,7,95,u2,u1
785,1389103.0,7,58,u1,u1
786,981276.0,7,256,u2,u1
787,1108352.0,7,17,u2,u1
788,1282169.0,7,52,u2,u2
789,419828.0,3,3,u1,u1
790,1152700.0,7,42,u2,u1
791,1117836.0,7,61,u1,u2
792,1211802.0,7,76,u2,u1
793,388972.0,3,1,u2,u2
794,214109.0,3,2,u2,u1
795,1386949.0,7,14,u2,u1
796,118290.0,3,6,u2,u2
797,771963.0,7,22,u2,u2
798,170891.0,3,10,u1,u2
